FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
24FEB2021:00:00:00,31 a 40,F,AstraZeneca,Privado,1,0,
24FEB2021:00:00:00,31 a 40,F,AstraZeneca,Público,12,0,
24FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,259,77,
24FEB2021:00:00:00,31 a 40,F,Sputnik,Público,497,151,
24FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,38,19,
24FEB2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,
24FEB2021:00:00:00,31 a 40,M,AstraZeneca,Público,6,0,
24FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,133,61,
24FEB2021:00:00:00,31 a 40,M,Sputnik,Público,238,78,
24FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,23,10,
24FEB2021:00:00:00,41 a 50,F,AstraZeneca,Privado,5,0,
24FEB2021:00:00:00,41 a 50,F,AstraZeneca,Público,8,0,
24FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,226,65,
24FEB2021:00:00:00,41 a 50,F,Sputnik,Público,444,174,
24FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,27,19,
24FEB2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,
24FEB2021:00:00:00,41 a 50,M,AstraZeneca,Público,3,0,
24FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,125,19,
24FEB2021:00:00:00,41 a 50,M,Sputnik,Público,198,83,
24FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,9,9,
24FEB2021:00:00:00,51 a 60,F,AstraZeneca,Público,6,0,
24FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,124,24,
24FEB2021:00:00:00,51 a 60,F,Sputnik,Público,363,198,
24FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,15,21,
24FEB2021:00:00:00,51 a 60,M,AstraZeneca,Público,4,0,
24FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,66,13,
24FEB2021:00:00:00,51 a 60,M,Sputnik,Público,137,90,
24FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,3,15,
24FEB2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,0,
24FEB2021:00:00:00,61 a 70,F,AstraZeneca,Público,27,0,
24FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,37,9,
24FEB2021:00:00:00,61 a 70,F,Sputnik,Público,179,230,
24FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,4,16,
24FEB2021:00:00:00,61 a 70,M,AstraZeneca,Público,33,0,
24FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,32,12,
24FEB2021:00:00:00,61 a 70,M,Sputnik,Público,93,199,
24FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,5,13,
24FEB2021:00:00:00,71 a 80,F,AstraZeneca,Privado,77,0,
24FEB2021:00:00:00,71 a 80,F,AstraZeneca,Público,429,0,
24FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,8,0,
24FEB2021:00:00:00,71 a 80,F,Sputnik,Público,72,25,
24FEB2021:00:00:00,71 a 80,F,Sputnik,Público nacional,1,0,
24FEB2021:00:00:00,71 a 80,M,AstraZeneca,Privado,52,0,
24FEB2021:00:00:00,71 a 80,M,AstraZeneca,Público,245,0,
24FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,13,3,
24FEB2021:00:00:00,71 a 80,M,Sputnik,Público,50,29,
24FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,1,0,
24FEB2021:00:00:00,81 a 90,F,AstraZeneca,Privado,256,0,
24FEB2021:00:00:00,81 a 90,F,AstraZeneca,Público,2509,0,
24FEB2021:00:00:00,81 a 90,F,Sputnik,Público,3,2,
24FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,166,0,
24FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,1352,0,
24FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,1,1,
24FEB2021:00:00:00,81 a 90,M,Sputnik,Público,10,2,
24FEB2021:00:00:00,91 o mas,F,AstraZeneca,Privado,28,0,
24FEB2021:00:00:00,91 o mas,F,AstraZeneca,Público,493,0,
24FEB2021:00:00:00,91 o mas,F,Sputnik,Público,1,0,
24FEB2021:00:00:00,91 o mas,M,AstraZeneca,Privado,13,0,
24FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,152,0,
24FEB2021:00:00:00,91 o mas,M,Sputnik,Público,1,0,
25FEB2021:00:00:00,30 o menos,F,AstraZeneca,Privado,2,0,
25FEB2021:00:00:00,30 o menos,F,AstraZeneca,Público,16,0,
25FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,146,16,
25FEB2021:00:00:00,30 o menos,F,Sputnik,Público,222,103,
25FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,10,18,
25FEB2021:00:00:00,30 o menos,M,AstraZeneca,Público,7,0,
25FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,63,6,
25FEB2021:00:00:00,30 o menos,M,Sputnik,Público,118,31,
25FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,5,4,
25FEB2021:00:00:00,31 a 40,F,AstraZeneca,Privado,2,0,
25FEB2021:00:00:00,31 a 40,F,AstraZeneca,Público,15,0,
25FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,345,25,
25FEB2021:00:00:00,31 a 40,F,Sputnik,Público,442,226,
25FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,8,25,
25FEB2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,
25FEB2021:00:00:00,31 a 40,M,AstraZeneca,Público,6,0,
25FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,169,20,
25FEB2021:00:00:00,31 a 40,M,Sputnik,Público,229,76,
25FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,14,9,
25FEB2021:00:00:00,41 a 50,F,AstraZeneca,Privado,1,0,
25FEB2021:00:00:00,41 a 50,F,AstraZeneca,Público,17,0,
25FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,228,14,
25FEB2021:00:00:00,41 a 50,F,Sputnik,Público,358,241,
25FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,19,13,
25FEB2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,
25FEB2021:00:00:00,41 a 50,M,AstraZeneca,Público,10,0,
25FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,144,11,
25FEB2021:00:00:00,41 a 50,M,Sputnik,Público,201,105,
25FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,10,10,
25FEB2021:00:00:00,51 a 60,F,AstraZeneca,Público,8,0,
25FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,146,13,
25FEB2021:00:00:00,51 a 60,F,Sputnik,Público,329,241,
25FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,30,20,
25FEB2021:00:00:00,51 a 60,M,AstraZeneca,Público,4,0,
25FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,74,12,
25FEB2021:00:00:00,51 a 60,M,Sputnik,Público,163,93,
25FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,18,7,
25FEB2021:00:00:00,61 a 70,F,AstraZeneca,Público,7,0,
25FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,47,3,
25FEB2021:00:00:00,61 a 70,F,Sputnik,Público,183,240,
25FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,4,9,
25FEB2021:00:00:00,61 a 70,M,AstraZeneca,Público,4,0,
25FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,37,4,
25FEB2021:00:00:00,61 a 70,M,Sputnik,Público,127,155,
25FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,8,8,
25FEB2021:00:00:00,71 a 80,F,AstraZeneca,Privado,69,0,
25FEB2021:00:00:00,71 a 80,F,AstraZeneca,Público,428,0,
25FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,6,0,
25FEB2021:00:00:00,71 a 80,F,Sputnik,Público,31,31,
25FEB2021:00:00:00,71 a 80,M,AstraZeneca,Privado,40,0,
25FEB2021:00:00:00,71 a 80,M,AstraZeneca,Público,235,0,
25FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,2,0,
25FEB2021:00:00:00,71 a 80,M,Sputnik,Público,23,34,
25FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,4,0,
25FEB2021:00:00:00,81 a 90,F,AstraZeneca,Privado,288,0,
25FEB2021:00:00:00,81 a 90,F,AstraZeneca,Público,2374,0,
25FEB2021:00:00:00,81 a 90,F,Sputnik,Público,6,3,
25FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,190,0,
25FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,1334,0,
25FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,
25FEB2021:00:00:00,81 a 90,M,Sputnik,Público,10,4,
25FEB2021:00:00:00,91 o mas,F,AstraZeneca,Privado,40,0,
25FEB2021:00:00:00,91 o mas,F,AstraZeneca,Público,467,0,
25FEB2021:00:00:00,91 o mas,M,AstraZeneca,Privado,34,0,
25FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,167,0,
25FEB2021:00:00:00,91 o mas,M,Sputnik,Público,1,1,
26FEB2021:00:00:00,30 o menos,F,AstraZeneca,Privado,1,0,
26FEB2021:00:00:00,30 o menos,F,AstraZeneca,Público,21,0,
26FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,112,54,
26FEB2021:00:00:00,30 o menos,F,Sputnik,Público,226,112,
26FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,17,16,
26FEB2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,0,
26FEB2021:00:00:00,30 o menos,M,AstraZeneca,Público,4,0,
26FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,62,38,
26FEB2021:00:00:00,30 o menos,M,Sputnik,Público,91,40,
26FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,7,6,
26FEB2021:00:00:00,31 a 40,F,AstraZeneca,Privado,3,0,
26FEB2021:00:00:00,31 a 40,F,AstraZeneca,Público,26,0,
26FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,265,102,
26FEB2021:00:00:00,31 a 40,F,Sputnik,Público,397,264,
26FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,21,36,
26FEB2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,0,
26FEB2021:00:00:00,31 a 40,M,AstraZeneca,Público,5,0,
26FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,140,68,
26FEB2021:00:00:00,31 a 40,M,Sputnik,Público,183,120,
26FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,16,10,
26FEB2021:00:00:00,41 a 50,F,AstraZeneca,Público,13,0,
26FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,226,76,
26FEB2021:00:00:00,41 a 50,F,Sputnik,Público,317,273,
26FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,19,23,
26FEB2021:00:00:00,41 a 50,M,AstraZeneca,Público,9,0,
26FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,87,38,
26FEB2021:00:00:00,41 a 50,M,Sputnik,Público,131,89,
26FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,13,12,
26FEB2021:00:00:00,51 a 60,F,AstraZeneca,Privado,1,0,
26FEB2021:00:00:00,51 a 60,F,AstraZeneca,Público,7,0,
26FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,116,59,
26FEB2021:00:00:00,51 a 60,F,Sputnik,Público,303,293,
26FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,33,36,
26FEB2021:00:00:00,51 a 60,M,AstraZeneca,Público,7,0,
26FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,74,24,
26FEB2021:00:00:00,51 a 60,M,Sputnik,Público,130,132,
26FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,8,23,
26FEB2021:00:00:00,61 a 70,F,AstraZeneca,Público,23,0,
26FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,44,10,
26FEB2021:00:00:00,61 a 70,F,Sputnik,Público,150,251,
26FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,7,21,
26FEB2021:00:00:00,61 a 70,M,AstraZeneca,Público,28,0,
26FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,33,10,
26FEB2021:00:00:00,61 a 70,M,Sputnik,Público,115,165,
26FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,15,
26FEB2021:00:00:00,71 a 80,F,AstraZeneca,Privado,44,0,
26FEB2021:00:00:00,71 a 80,F,AstraZeneca,Público,427,0,
26FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,1,1,
26FEB2021:00:00:00,71 a 80,F,Sputnik,Público,35,41,
26FEB2021:00:00:00,71 a 80,M,AstraZeneca,Privado,31,0,
26FEB2021:00:00:00,71 a 80,M,AstraZeneca,Público,248,0,
26FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,5,5,
26FEB2021:00:00:00,71 a 80,M,Sputnik,Público,27,43,
26FEB2021:00:00:00,71 a 80,M,Sputnik,Público nacional,0,4,
26FEB2021:00:00:00,81 a 90,F,AstraZeneca,Privado,294,0,
26FEB2021:00:00:00,81 a 90,F,AstraZeneca,Público,2524,0,
26FEB2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,
26FEB2021:00:00:00,81 a 90,F,Sputnik,Público,1,3,
26FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,172,0,
26FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,1270,0,
26FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,
26FEB2021:00:00:00,81 a 90,M,Sputnik,Público,7,4,
26FEB2021:00:00:00,91 o mas,F,AstraZeneca,Privado,48,0,
26FEB2021:00:00:00,91 o mas,F,AstraZeneca,Público,524,0,
26FEB2021:00:00:00,91 o mas,M,AstraZeneca,Privado,26,0,
26FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,166,0,
27FEB2021:00:00:00,30 o menos,F,AstraZeneca,Privado,5,0,
27FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,13,4,
27FEB2021:00:00:00,30 o menos,F,Sputnik,Público,43,7,
27FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,2,1,
27FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,2,1,
27FEB2021:00:00:00,30 o menos,M,Sputnik,Público,33,2,
27FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,0,
27FEB2021:00:00:00,31 a 40,F,AstraZeneca,Privado,5,0,
27FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,21,7,
27FEB2021:00:00:00,31 a 40,F,Sputnik,Público,76,14,
27FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,1,3,
27FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,22,2,
27FEB2021:00:00:00,31 a 40,M,Sputnik,Público,69,6,
27FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,1,
27FEB2021:00:00:00,41 a 50,F,AstraZeneca,Privado,3,0,
27FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,27,1,
27FEB2021:00:00:00,41 a 50,F,Sputnik,Público,74,13,
27FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,1,2,
27FEB2021:00:00:00,41 a 50,M,AstraZeneca,Privado,1,0,
27FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,8,0,
27FEB2021:00:00:00,41 a 50,M,Sputnik,Público,69,9,
27FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,1,
27FEB2021:00:00:00,51 a 60,F,AstraZeneca,Privado,1,0,
27FEB2021:00:00:00,51 a 60,F,AstraZeneca,Público,2,0,
27FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,12,2,
27FEB2021:00:00:00,51 a 60,F,Sputnik,Público,70,18,
27FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,2,
27FEB2021:00:00:00,51 a 60,M,AstraZeneca,Público,3,0,
27FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,4,1,
27FEB2021:00:00:00,51 a 60,M,Sputnik,Público,48,4,
27FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,
27FEB2021:00:00:00,61 a 70,F,AstraZeneca,Público,9,0,
27FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,5,0,
27FEB2021:00:00:00,61 a 70,F,Sputnik,Público,77,10,
27FEB2021:00:00:00,61 a 70,M,AstraZeneca,Público,8,0,
27FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,1,0,
27FEB2021:00:00:00,61 a 70,M,Sputnik,Público,37,5,
27FEB2021:00:00:00,71 a 80,F,AstraZeneca,Privado,40,0,
27FEB2021:00:00:00,71 a 80,F,AstraZeneca,Público,43,0,
27FEB2021:00:00:00,71 a 80,F,Sinopharm,Público,1,0,
27FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,1,0,
27FEB2021:00:00:00,71 a 80,F,Sputnik,Público,34,0,
27FEB2021:00:00:00,71 a 80,M,AstraZeneca,Privado,24,0,
27FEB2021:00:00:00,71 a 80,M,AstraZeneca,Público,17,0,
27FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,2,0,
27FEB2021:00:00:00,71 a 80,M,Sputnik,Público,21,0,
27FEB2021:00:00:00,81 a 90,F,AstraZeneca,Privado,183,0,
27FEB2021:00:00:00,81 a 90,F,AstraZeneca,Público,103,0,
27FEB2021:00:00:00,81 a 90,F,Sputnik,Privado,1,0,
27FEB2021:00:00:00,81 a 90,F,Sputnik,Público,3,0,
27FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,89,0,
27FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,12,0,
27FEB2021:00:00:00,81 a 90,M,Sputnik,Público,7,0,
27FEB2021:00:00:00,91 o mas,F,AstraZeneca,Privado,38,0,
27FEB2021:00:00:00,91 o mas,F,AstraZeneca,Público,65,0,
27FEB2021:00:00:00,91 o mas,M,AstraZeneca,Privado,13,0,
27FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,2,0,
28FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,3,4,
28FEB2021:00:00:00,30 o menos,F,Sputnik,Público,7,2,
28FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,0,1,
28FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,1,2,
28FEB2021:00:00:00,30 o menos,M,Sputnik,Público,3,5,
28FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,3,
28FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,5,13,
28FEB2021:00:00:00,31 a 40,F,Sputnik,Público,10,26,
28FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,1,4,
28FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,4,9,
28FEB2021:00:00:00,31 a 40,M,Sputnik,Público,6,6,
28FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,3,
28FEB2021:00:00:00,41 a 50,F,Sinopharm,Público,1,0,
28FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,2,6,
28FEB2021:00:00:00,41 a 50,F,Sputnik,Público,6,8,
28FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,4,6,
28FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,1,6,
28FEB2021:00:00:00,41 a 50,M,Sputnik,Público,2,4,
28FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,1,3,
28FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,1,2,
28FEB2021:00:00:00,51 a 60,F,Sputnik,Público,5,2,
28FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,4,
28FEB2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,0,
28FEB2021:00:00:00,51 a 60,M,Sputnik,Público,2,7,
28FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,1,
28FEB2021:00:00:00,61 a 70,F,AstraZeneca,Privado,1,0,
28FEB2021:00:00:00,61 a 70,F,AstraZeneca,Público,13,0,
28FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,1,0,
28FEB2021:00:00:00,61 a 70,F,Sputnik,Público,12,5,
28FEB2021:00:00:00,61 a 70,M,AstraZeneca,Privado,5,0,
28FEB2021:00:00:00,61 a 70,M,AstraZeneca,Público,14,0,
28FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,1,2,
28FEB2021:00:00:00,61 a 70,M,Sputnik,Público,6,6,
28FEB2021:00:00:00,71 a 80,F,AstraZeneca,Privado,4,0,
28FEB2021:00:00:00,71 a 80,F,AstraZeneca,Público,32,0,
28FEB2021:00:00:00,71 a 80,M,AstraZeneca,Privado,4,0,
28FEB2021:00:00:00,71 a 80,M,AstraZeneca,Público,9,0,
28FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,0,1,
28FEB2021:00:00:00,71 a 80,M,Sputnik,Público,1,0,
28FEB2021:00:00:00,81 a 90,F,AstraZeneca,Privado,15,0,
28FEB2021:00:00:00,81 a 90,F,AstraZeneca,Público,65,0,
28FEB2021:00:00:00,81 a 90,F,Sputnik,Público,1,0,
28FEB2021:00:00:00,81 a 90,M,AstraZeneca,Privado,10,0,
28FEB2021:00:00:00,81 a 90,M,AstraZeneca,Público,11,0,
28FEB2021:00:00:00,81 a 90,M,Sputnik,Público,1,0,
28FEB2021:00:00:00,91 o mas,F,AstraZeneca,Privado,2,0,
28FEB2021:00:00:00,91 o mas,F,AstraZeneca,Público,47,0,
28FEB2021:00:00:00,91 o mas,M,AstraZeneca,Público,3,0,
01MAR2021:00:00:00,30 o menos,F,AstraZeneca,Público,6,0,
01MAR2021:00:00:00,30 o menos,F,Sputnik,Privado,65,25,
01MAR2021:00:00:00,30 o menos,F,Sputnik,Público,65,46,
10FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,8,21,
10FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,33,19,
10FEB2021:00:00:00,31 a 40,M,Sputnik,Público,29,30,
10FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,14,6,
10FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,63,18,
10FEB2021:00:00:00,41 a 50,F,Sputnik,Público,93,58,
10FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,6,24,
10FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,43,19,
10FEB2021:00:00:00,41 a 50,M,Sputnik,Público,41,26,
10FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,7,9,
10FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,38,8,
10FEB2021:00:00:00,51 a 60,F,Sputnik,Público,89,46,
10FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,10,14,
10FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,21,4,
10FEB2021:00:00:00,51 a 60,M,Sputnik,Público,50,20,
10FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,4,9,
10FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,11,0,
10FEB2021:00:00:00,61 a 70,F,Sputnik,Público,50,1,
10FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,0,
10FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,6,0,
10FEB2021:00:00:00,61 a 70,M,Sputnik,Público,50,0,
10FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,3,0,
10FEB2021:00:00:00,71 a 80,F,Sputnik,Público,7,0,
10FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,1,0,
10FEB2021:00:00:00,71 a 80,M,Sputnik,Público,8,0,
10FEB2021:00:00:00,81 a 90,M,Sputnik,Privado,3,0,
11FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,42,4,
11FEB2021:00:00:00,30 o menos,F,Sputnik,Público,83,37,
11FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,13,
11FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,20,2,
11FEB2021:00:00:00,30 o menos,M,Sputnik,Público,25,20,
11FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,0,4,
11FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,85,12,
11FEB2021:00:00:00,31 a 40,F,Sputnik,Público,166,56,
11FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,0,25,
11FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,43,10,
11FEB2021:00:00:00,31 a 40,M,Sputnik,Público,41,33,
11FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,0,17,
11FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,40,11,
11FEB2021:00:00:00,41 a 50,F,Sputnik,Público,157,40,
11FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,18,
11FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,20,4,
11FEB2021:00:00:00,41 a 50,M,Sputnik,Público,39,24,
11FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,0,10,
11FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,35,1,
11FEB2021:00:00:00,51 a 60,F,Sputnik,Público,121,27,
11FEB2021:00:00:00,51 a 60,F,Sputnik,Público nacional,0,15,
11FEB2021:00:00:00,51 a 60,M,Sputnik,Privado,21,1,
11FEB2021:00:00:00,51 a 60,M,Sputnik,Público,35,10,
11FEB2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,4,
11FEB2021:00:00:00,61 a 70,F,Sputnik,Privado,20,0,
11FEB2021:00:00:00,61 a 70,F,Sputnik,Público,39,0,
11FEB2021:00:00:00,61 a 70,F,Sputnik,Público nacional,1,1,
11FEB2021:00:00:00,61 a 70,M,Sputnik,Privado,24,0,
11FEB2021:00:00:00,61 a 70,M,Sputnik,Público,28,3,
11FEB2021:00:00:00,61 a 70,M,Sputnik,Público nacional,0,1,
11FEB2021:00:00:00,71 a 80,F,Sputnik,Privado,2,0,
11FEB2021:00:00:00,71 a 80,F,Sputnik,Público,6,0,
11FEB2021:00:00:00,71 a 80,M,Sputnik,Privado,7,0,
11FEB2021:00:00:00,71 a 80,M,Sputnik,Público,4,0,
11FEB2021:00:00:00,81 a 90,M,Sputnik,Público,1,0,
12FEB2021:00:00:00,30 o menos,F,Sputnik,Privado,44,27,
12FEB2021:00:00:00,30 o menos,F,Sputnik,Público,43,32,
12FEB2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,5,
12FEB2021:00:00:00,30 o menos,M,Sputnik,Privado,25,14,
12FEB2021:00:00:00,30 o menos,M,Sputnik,Público,11,17,
12FEB2021:00:00:00,30 o menos,M,Sputnik,Público nacional,1,5,
12FEB2021:00:00:00,31 a 40,F,Sputnik,Privado,117,51,
12FEB2021:00:00:00,31 a 40,F,Sputnik,Público,67,68,
12FEB2021:00:00:00,31 a 40,F,Sputnik,Público nacional,4,22,
12FEB2021:00:00:00,31 a 40,M,Sputnik,Privado,69,23,
12FEB2021:00:00:00,31 a 40,M,Sputnik,Público,36,28,
12FEB2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,7,
12FEB2021:00:00:00,41 a 50,F,Sputnik,Privado,85,36,
12FEB2021:00:00:00,41 a 50,F,Sputnik,Público,66,64,
12FEB2021:00:00:00,41 a 50,F,Sputnik,Público nacional,0,24,
12FEB2021:00:00:00,41 a 50,M,Sputnik,Privado,34,18,
12FEB2021:00:00:00,41 a 50,M,Sputnik,Público,31,20,
12FEB2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,7,
12FEB2021:00:00:00,51 a 60,F,Sputnik,Privado,33,17,
